id,name,description,genre,tag,spec_min,spec_rec,steam_link,eval
218,Tom Clancy's Ghost Recon® Wildlands,"Tom Clancy’s Ghost Recon® Wildlands에서 최대 3명의 친구와 팀을 구성해 거대하고 위험한 오픈 월드에서 펼쳐지는 밀리터리 슈팅 게임과 만나보세요. 4v4 클래스 기반 전략 전투: Ghost War에서 PVP를 플레이할 수도 있습니다.카르텔을 무너뜨려라近い将来、ボリビアは残虐な麻薬カルテル「サンタ・ブランカ」の手に落ち、不正と暴力が横行する世界となる。奴らの目的は史上最大の麻薬国家を建国することだ。Ghost가 되어라원하는 방법으로 Ghost, 무기, 장비를 생성하십시오. 어떤 방식으로든 마음대로 플레이가 가능합니다. 팀을 이끌며 혼자, 또는 3명의 친구와 카르텔을 무너뜨리십시오.볼리비아를 탐험하라 Ubisoft의 가장 큰 액션 어드벤쳐 오픈 월드를 탐험하십시오. 60여종 이상의 다양한 탈것을 타고 육지, 하늘, 바다를 누비며 다양한 풍경을 감상하십시오.Santa Blanca 카르텔을 붕괴시켜 Tobii Eye Tracking으로 더욱 풍부한 경험을 할 수 있습니다. Extended View, Aim at Gaze, Communications Wheel의 기능은 시선의 움직임을 사용해 전통적인 컨트롤의 방해나 한계 없이 게임과 상호 작용을 하며 게임 플레이의 한 부분이 될 수 있게 해줍니다. 이제 시선 추적 기능 세트로 무장해 매끄럽게 팀과 소통하고 더욱 강렬한 총격전을 경험하며 주변 환경에 더욱 몰입해 모험을 펼쳐나갈 수 있습니다.호환 가능한 시선 추적 기기: Tobii Eye Tracker 4C, Alienware 17 Notebook, Acer Predator Notebook 21 X, MSI GT72 Notebook, Acer Predator Monitors Z301CT, Z271T, XB271HUT","액션,어드벤처","오픈월드,슈팅,협동,멀티플레이어,잠입,전술,싱글플레이어,3인칭슈팅,군사,1인칭슈팅,온라인협동,3인칭,생존,전략,샌드박스,1인칭,분위기있는,PvP","운영체제: Originally released for Windows 7
 the game can be played on Windows 10 and Windows 11 OS
 프로세서: Intel Core i5-2400S @ 2.5 GHz or AMD FX-4320 @ 4 GHz or equivalent
 메모리: 6 GB RAM
 그래픽: NVIDIA GeForce GTX660 / AMD R9 270X (2GB VRAM with Shader Model 5.0 or better)
 저장공간: 50 GB 사용 가능 공간
 사운드카드: DirectX-compatible using the latest drivers
 추가 사항: Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology.","운영체제: Originally released for Windows 7
 the game can be played on Windows 10 and Windows 11 OS
 프로세서: Intel Core i7- 3770@ 3.5 GHz or AMD FX-8350 @ 4 GHz or better
 메모리: 8 GB RAM
 그래픽: NVIDIA GeForce GTX970/GTX 1060 or AMD R9 390/RX480 (4GB VRAM with Shader Model 5.0 or better)
 저장공간: 50 GB 사용 가능 공간
 사운드카드: DirectX-compatible using the latest drivers
 추가 사항: Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology.",https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/,"매우 긍정적 (평가 64,969 개)"
219,Bread & Fred,"Bread & Fred is a challenging co-op platformer from Apogee where two players must cooperate to jump and climb to the top of a snowy mountain. Play as both Bread and Fred in their exasperating and sometimes maddening climb that requires precision with every jump. Each time you land you’ll be closer to the peak and one step closer to mastering the platforming, but your fall down the mountain will be even farther.Penguin Mechanics:- Swing to reach distant platforms!Bread and Fred are attached to each other. That means you don’t only fall together, but you can make good use of momentum to swing and propel each other beyond what any single penguin could have ever jumped. Make sure one of you anchors down to the ground or you’ll both fall!- Hold on to walls as long as you can!The penguins’ little hands aren't very good, but you can hang on a wall with your partner for a few seconds to swing them around and overcome the next obstacle. Be careful though. These penguins are chubby so you can’t hold on long. Act fast!- Single-player mode!Can’t find your penguin buddy? Strap your rope to Jeff (a rock!) and use it instead! The climb will all be up to you and your skill, but that also means you have no one to blame when you fall...Legends say that with these skills, a few penguin heroes have managed to reach the top. Will you be one of them?Each fall will hurt, but try to learn and laugh through it. Think carefully about each jump and master the penguin skills to reach the summit.For the craziest climbers, includes a speedrun mode so you can compete and be crowned the best penguins on the planet.","액션,어드벤처,캐주얼,인디","협동,로컬협동,귀여운,픽셀그래픽,2D플랫폼,정밀플랫폼,심리적공포,2D,코미디,고난이도,전체이용가,유머,플랫폼,멀티플레이어,로컬멀티플레이어,횡스크롤,눈,컨트롤러,다채로운","운영체제: Windows 7
 프로세서: Dual Core 2.4 GhZ
 메모리: 2 GB RAM
 저장공간: 1500 MB 사용 가능 공간","운영체제: Windows 7
 프로세서: Dual Core 2.4 GhZ
 메모리: 2 GB RAM
 저장공간: 1500 MB 사용 가능 공간",https://store.steampowered.com/app/1607680/Bread__Fred/,매우 긍정적 (평가 692 개)
220,바이오쇼크 인피니트 컴플리트 에디션,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia. Forced to trust one another, Booker and Elizabeth form a powerful bond during their daring escape. Together, they learn to harness an expanding arsenal of weapons and abilities, as they fight on zeppelins in the clouds, along high-speed Sky-Lines, and down in the streets of Columbia, all while surviving the threats of the air-city and uncovering its dark secret.Key FeaturesThe City in the Sky – Leave the depths of Rapture to soar among the clouds of Columbia. A technological marvel, the flying city is a beautiful and vibrant world that holds a very dark secret.Unlikely Mission – Set in 1912, hired gun Booker DeWitt must rescue a mysterious girl from the sky-city of Columbia or never leave it alive.Whip, Zip, and Kill – Turn the city’s Sky-Lines into weaponized roller coasters as you zip through the flying city and dish out fatal hands-on punishment.Tear Through Time – Open Tears in time and space to shape the battlefield and turn the tide in combat by pulling weapons, turrets, and other resources out of thin air.Vigorous Powers – Throw explosive fireballs, shoot lightning, and release murders of crows as devastatingly powerful Vigors surge through your body to be unleashed against all that oppose you.Custom Combat Experience – With deadly weapons in one hand, powerful Vigors in the other, and the ability to open Tears in time and space, fight your own way through the floating city of Columbia to rescue Elizabeth and reach freedom.1999 Mode – Upon finishing BioShock Infinite, the player can unlock a game mode called “1999 Mode” that gives experienced players a taste of the kind of design and balance that hardcore gamers enjoyed back in the 20th century.",액션,"1인칭슈팅,풍부한스토리,싱글플레이어,스팀펑크,분위기있는,슈팅,1인칭,아름다운,대체역사,어드벤처,웅장한사운드트랙,반이상향,공상과학,시간여행,판타지,고어,선형,RPG,몰입형","MINIMUM: 
 OS: Windows Vista Service Pack 2 32-bit
 Processor: Intel Core 2 DUO 2.4 GHz / AMD Athlon X2 2.7 GHz
 Memory: 2GB
 Hard Disk Space: 20 GB free
 Video Card: DirectX10 Compatible ATI Radeon HD 3870 / NVIDIA 8800 GT / Intel HD 3000 Integrated Graphics
 Video Card Memory: 512 MB
 Sound: DirectX Compatible","RECOMMENDED: 
 OS: Windows 7 Service Pack 1 64-bit
 Processor: Quad Core Processor
 Memory: 4GB
 Hard Disk Space: 30 GB free
 Video Card: DirectX11 Compatible
 AMD Radeon HD 6950 / NVIDIA GeForce GTX 560
 Video Card Memory: 1024 MB
 Sound: DirectX Compatible",https://store.steampowered.com/app/8870/_/,"매우 긍정적 (평가 98,829 개)"
221,Placid Plastic Duck Simulator,"고무 오리로서의 삶을 경험할 수 있는 편안한 3D 환경에서, 편안한 플라스틱 오리 시뮬레이터는 평온함과 진정을 유도하는 실험입니다. 활력을 주는 해변가의 수영장에서 시간을 보내보세요.당신은 혼자가 아닙니다. 다른 개성과 특징을 가진 오리들이 천천히, 그리고 행복하게 당신과 함께 수영장으로 빠져들 것입니다.물 위에 떠다니고, 일광욕을 하면서, 심호흡도 하고, 슬라이드도 타 보세요. 라디오에서는 레트로 풍의 음악이 흘러나올겁니다.슬슬 해가 지기 시작했네요. 저기 저 별들을 보면서, 라디오를 끄고, 어둠 속에서 파도를 느껴보세요. 꿈도 꾸시고요.해가 다시 뜨기 시작합니다. 하늘도 파랗네요. 슬라이드로 두 번째 수영장으로 내려가보세요.저 위에서는 비행기가 빠르게 움직입니다. 아마도 할 일이 있나 봅니다.당신은 아니지만요.현재에 살면서, 삶을 즐겨보세요.모든 게 다 괜찮아질 겁니다.","캐주얼,시뮬레이션","귀여운,컬렉터톤,릴랙싱,물리,심리적공포,몰입형시뮬레이션,3D,생활시뮬레이션,유머,3인칭,여주인공,다채로운,초현실적,현실적,전체이용가,분위기있는,밈,1990년대","운영체제: Windows 10
 프로세서: core i3
 메모리: 4 GB RAM
 그래픽: NVIDIA GeForce GTX 680
 저장공간: 500 MB 사용 가능 공간","운영체제: Windows 10
 프로세서: core i5
 메모리: 8 GB RAM
 그래픽: NVIDIA GeForce GTX 960
 저장공간: 500 MB 사용 가능 공간",https://store.steampowered.com/app/1999360/Placid_Plastic_Duck_Simulator/,"압도적으로 긍정적 (평가 8,120 개)"
222,Farlight 84,"Farlight 84, 영웅 슈팅 배틀로얄!이야기는 2084년 종말의 웨이스트 랜드를 배경으로 합니다. 그곳에서 플레이어는 살상력 높은 이동수단 또는 유일무이한 제트팩을 사용하여 치열한 전투에서 신속한 기동력을 선보일 수 있을 뿐만 아니라, 개성 가득한 초강력 영웅을 모집할 수 있습니다!모든 것을 파괴하라!화려한 궁극기 - 믿음직한 전투 부대!고유의 스킬을 가진 14명의 영웅! 전세 역전은 시간 문제, 불가능이란 없다!무장 차량 - 예술적인 폭발력!완전 무장으로 모두 파괴한다! 충분한 탄약, 극강의 화력, 번개 같은 속도! 정복이 눈앞에!4대 무기 제조사의 걸작! 무엇을 상상하든 상상 그 이상!새롭게 선보이는 캡슐 인간! 승리를 위해 집결하라!전무후무한 사격 체험! 쏟아지는 총알 사이에서도 품격과 스타일 유지!독보적 존재감? 절제된 럭셔리? 모두의 니즈를 충족시키는 유니크한 외형!헌트, 팀 데스매치, 베이프론트 랠리... 끊임없이 쏟아지는 신규 콘텐츠!많은 기대와 관심 부탁드립니다!","액션,어드벤처,대규모멀티플레이어","배틀로얄,무료플레이,히어로슈팅,차량전투,공상과학,앞서해보기,MOBA,슈팅,3인칭슈팅,멀티플레이어,MMO,3인칭,3D,포스트아포칼립스,PvP,생존,미래적,캐릭터커스터마이즈","운영체제: 64-bit Windows 7
 프로세서: AMD FX 4350 or Equivalent
 Intel Core i3 6300 or Equivalent
 메모리: 6 GB RAM
 그래픽: AMD Radeon™ HD 7730
 NVIDIA GeForce® GT 640
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 10 GB 사용 가능 공간","운영체제: 64-bit Windows 7
 프로세서: Ryzen 5 CPU or Equivalent
 메모리: 8 GB RAM
 그래픽: AMD Radeon™ R9 290
 NVIDIA GeForce® GTX 970
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 10 GB 사용 가능 공간",https://store.steampowered.com/app/1928420/Farlight_84/,"매우 긍정적 (평가 15,483 개)"
223,Yu-Gi-Oh! Duel Links,"""Yu-Gi-Oh! Duel Links""에서 전 세계 듀얼리스트와 대결하세요!- 화려한 스타 라인업: 유희, 카이바, 조이, 메이 등등!- 애니메이션 성우 목소리로 더 짜릿해진 듀얼 체험!- 초급자도 이해하기 쉬운 컨트롤! 기존 '유희왕(Yu-Gi-Oh!)' 팬층도 만족할만한 깊이!- 화려한 3D 애니메이션으로 재탄생한 주력 몬스터들!- 궁극의 덱을 만들어 정상을 노리세요!디멘션을 넘어 모든 듀얼리스트를 연결하는 세계로 들어오세요. 듀얼 월드에서는 그 어느 곳이든 치열한 듀얼이 펼쳐지는 듀얼 필드로 변할 수 있습니다!* 일본어 텍스트는 일본에서 게임을 시작한 경우에만 선택할 수 있습니다.[특징]-듀얼""유희왕(Yu-Gi-Oh!)"" 트레이딩 카드 게임(TCG)을 PC에 맞는 새로운 디자인과 최적화된 컨트롤 방식으로 플레이할 수 있습니다! 또한, ""블랙 매지션""이나 ""푸른 눈의 백룡""과 같은 주력 몬스터들의 역동적인 애니메이션 효과를 볼 수 있습니다!-싱글 캠페인(듀얼 월드)""유희왕(Yu-Gi-Oh!)"" 세계에서 가장 좋아하는 캐릭터들과 듀얼을 펼치고 스테이지 미션을 완료해 다양한 보상을 받으세요!새로운 카드는 상점에서 획득할 수 있습니다!-듀얼리스트유희, 카이바, 조이, 메이 등 전설의 듀얼리스트들에게 도전하세요! 특정 미션을 완료해 인기 캐릭터들을 잠금 해제하세요!원하는 캐릭터의 레벨을 올려 스킬과 보상을 받으세요!-온라인 PvP""Yu-Gi-Oh! Duel Links""로 전 세계 방방곡곡의 플레이어들과 언제 어디서든 뜨거운 열전을 펼치세요! 랭크를 올리고 유희왕의 타이틀을 차지하세요!-덱게임에서 카드를 모아 나만의 덱을 만들고 상대를 쓰러트리세요!카드는 향후에도 계속 추가되니 기대하세요![""유희왕(Yu-Gi-Oh!)"" 소개]""유희왕(Yu-Gi-Oh!)""은 1996년도부터 Kazuki Takahashi가 SHUEISHA Inc.의 '주간 소년 점프(WEEKLY SHONEN JUMP)'에 인기리에 연재한 만화입니다. Konami Digital Entertainment Co., Ltd.에서는 ""유희왕(Yu-Gi-Oh!)"" 원작 만화의 애니메이션 시리즈를 토대로 제작해 전 세계에서 즐기는 트레이딩 카드 게임(TCG)과 비디오 게임을 제공합니다.",전략,"무료플레이,카드게임,애니메이션,멀티플레이어,트레이딩카드게임,싱글플레이어,턴제,경쟁,캐주얼,RPG,밈,온라인협동,웅장한사운드트랙,액션,어드벤처,시뮬레이션,MMO,심리적공포,MMORPG","운영체제: Windows 10 Home (64bit) latest revision
 프로세서: Intel Core i3-3210
 메모리: 4 GB RAM
 그래픽: Intel(R) HD Graphics 4000
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 5 GB 사용 가능 공간
 사운드카드: On Board
 추가 사항: 1280 x 720 monitor resolution","운영체제: Windows 10 Home (64bit) latest revision
 프로세서: Intel Core i5-9400F
 메모리: 8 GB RAM
 그래픽: NVIDIA GeForce GTX 1650
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 16 GB 사용 가능 공간
 사운드카드: On Board
 추가 사항: 1920 x 1080 monitor resolution",https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/,"매우 긍정적 (평가 40,148 개)"
224,Super Mecha Champions,"알파 메카시티에서는 현재 세상에서 가장 성대한 메카 경기인 '슈퍼 메카 리그'가 개최되고 있습니다! 최강의 메카와 스타 파일럿이 이곳에서 격렬한 대결을 선보입니다. 인간과 메카의 합체, 포탄과 총검이 서로를 노리는 치열한 전투... 슈퍼 메카 리그의 신인인 당신은 이 도시를 뒤흔들 절대적인 힘을 지니고 있습니다... 이곳에서 당신만의 신화를 창조해 보세요!차원 판타지, 근미래의 도시를 누벼라!만화풍의 미래도시가 현실감 넘치는 스타일과 초고화질의 그래픽, 뛰어난 맵 표현과 시각 효과를 통해 눈 앞에 펼쳐집니다. 슈퍼 메카 리그의 스타 에이스로 계약해 차원의 벽을 깨부수고, 언제든지 도시를 누비며 메카시티의 신비한 인연을 찾아 나서세요!인간과 기계 합체, 슈퍼 메카 리그의 승리 비결을 찾아라!10종 이상의 화려한 메카를 한 번에 소환, 다양한 스킨과 개성 있는 그라피티로 손쉽게 커스텀하고, 전용 메카를 조종해 전투에 참가하세요! 파일럿의 뜨거운 경쟁, 인간과 메카의 투지, 메카들의 불타오르는 격돌... 다양한 메카 스킬 설정, 인간과 기계의 협동 전투가 당신의 체험을 기다리고 있습니다!지상과 공중, 입체 전투 작전을 전개하라!지상 근접 전투, 고공 원거리 저격, 언제 어디서나 공격을 펼칠 수 있는 입체 작전이 곧 펼쳐집니다! 숙련된 조작과 작전 계획을 통해 파일럿과 메카를 함께 다루며 짜릿한 스릴을 체험하세요!무한한 화력, 전무후무한 메카 배틀!무한 탄약 장비, 자체 조준 기능, 강렬한 타격감으로 솟아나는 아드레날린! 다가오는 적과 벌어질 일촉즉발의 격돌... 조준, 고정, 발사! 순식간에 결정되는 승부, 치열한 경쟁 속에서 끓어오르는 피의 열기를 느껴보세요!하이테크 스타일의 다양한 무기: 이온 캐논, 화염방사기, 무빙 마인 런처...열혈의 결투가 펼쳐지는 가운데, 유연한 전략과 첨단 무기를 활용해 다양한 국면에 맞서세요. 민첩한 이동으로 포격을 피하고, 화려한 기술로 개성적인 무기를 사용해 독특한 위력을 발휘하세요!다양한 콘텐츠, 초대형 맵에서 자유롭게 질주하라!2인 결투, 10인 경쟁, 100인 서바이벌... 다양한 대전 모드를 선택해 체험하세요. 거대한 경기장, 다채로운 맵 배경에서 주어지는 새로운 탈것들을 활용하고, 친구들과 함께 전용 비밀 거점을 개방하세요. 마음에 드는 모드와 경기장을 선택해 자유롭게 질주하세요!","액션,어드벤처,대규모멀티플레이어","무료플레이,애니메이션,매크,배틀로얄,멀티플레이어,3인칭슈팅,PvP,MOBA,1인칭슈팅,MMO,로봇,선정적인내용,캐릭터커스터마이즈,오픈월드,협동,MMORPG,슈팅,컨트롤러","운영체제: Windows7
 Windows 8.1
 Windows 10
 프로세서: Intel Core i3 4130 @ 3.40GHz
 메모리: 6 GB RAM
 그래픽: Intel HD 530
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 4 GB 사용 가능 공간","프로세서: Intel Core i7-4770T
 메모리: 8 GB RAM
 그래픽: mx150 2G
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 6 GB 사용 가능 공간",https://store.steampowered.com/app/1368910/Super_Mecha_Champions/,"복합적 (평가 7,799 개)"
225,Afterimage,"스토리한 위대한 신이 Engardin이라는 세상을 창조하고 골리앗 넷을 남긴 후 떠났습니다. 골리앗은 각자 신에게서 받은 소임을 다하고 이 세상의 질서와 흐름을 유지했습니다. 이에 따라 Engardin의 생명체들은 환생하며 번성했습니다.마지막 피조물인 인간의 끝없는 야망은 골리앗과의 기나긴 전쟁으로 이어졌습니다. 그 결과 Engardin은 불길에 휩싸였고, 거대한 폭발로 인해 인류의 성지가 초토화되면서 싸움은 갑작스럽게 종식되었습니다. 그러나 신의 질서는 무너졌고, 수많은 생명이 스러졌습니다. 인류의 시대는 그렇게 막을 내렸습니다.재앙의 생존자들은 Engardin 전역으로 흩어졌습니다. 인류의 샘으로부터 단절되어 환생할 수 없게 된 그들은 한데 뭉쳐 정착지를 형성했습니다. 대폭발이 있은 지 수년이 지나고, 남은 인간 정착지들은 갑자기 미지의 세력에게 공격을 받았습니다. 아로스의 제자이자 기억을 잃은 어린 소녀 Renee는 살던 마을에서 유일하게 살아남았습니다. 잃어버린 기억을 되찾고 사라진 스승을 찾기로 결심한 소녀는 파괴된 마을을 뒤로 하고 여정을 떠나고, 새로운 세상의 운명을 결정지을 여러 사건이 연달아 벌어집니다.Engardin은 절묘한 아름다움이 가득한 동시에 여러 위험을 품고 있습니다. Engardin 곳곳의 폐허에는 수많은 보물과 비밀이 잠들어 있지만, 사냥감을 노리는 오염된 자들 역시 도사리고 있으며, 조심하지 않으면 위험천만한 고대 함정에 목숨을 잃을 수 있습니다.인류가 퇴보하면서, 자연과 야생 동식물이 Engardin을 다시 장악했습니다. 목표를 향해 나아가려면 170여 가지 적과 30건의 까다로운 보스전을 뚫어야 합니다. 혹독한 전투의 난관을 돌파하면 두둑한 보상이 기다립니다.처치한 적의 힘을 습득하고 활용해 강력한 스킬을 개방하고 온갖 종류의 무기를 업그레이드할 수 있습니다. 주 무기, 보조 무기, 방어구, 장신구 등 6가지 유형의 장비 200여 종을 모으고 선택하여 나만의 전투 스타일을 확립하고 마스터해보세요.","액션,어드벤처,인디","메트로배니아,횡스크롤,탐험,2D플랫폼,애니메이션,핵앤슬래시,소울라이크,여주인공,고난이도,액션RPG,플랫폼,액션어드벤처,RPG,2D,귀여운,깊은세계관,오픈월드,풍부한스토리,복수결말,선택의중요성","운영체제: Windows 7 (64bit)
 프로세서: Intel Core 2 Duo E4500 | AMD Athlon 64 X2 5600+
 메모리: 4 GB RAM
 그래픽: Intel UHD Graphics 630
 DirectX: 버전 11","운영체제: Windows 10 (64bit)
 프로세서: Intel Core i5 | AMD Ryzen 3
 메모리: 8 GB RAM
 그래픽: GeForce GTX 560 | Radeon HD 6870
 DirectX: 버전 11",https://store.steampowered.com/app/1701520/Afterimage/,"매우 긍정적 (평가 2,361 개)"
226,Wo Long Fallen Dynasty,"난세의 어둠난세의 어둠속에 용이 눈을 뜬다.「인왕」을 제작한 Team NINJA가 제공하는 다크 심국지 소울라이크 게임서기 184년, 후한 말기의 중국. 전란과 황폐함에 지배받는 세상.오랜 세월 거룩한 왕조도 몰락을 향해 움직이고 있다.플레이어는 무명의 의용병으로, 중국 무술을 구사하며 화려한 검술 액션으로,초인적인 무장과 요마로 넘쳐나는 삼국난세에 맞선다.역사와 판타지, 그리고 액션이 가득한 다크 삼국 액션 RPG.플레이어는 무명의 의용병으로, 중국 무술을 구사하며 화려한 검술 액션으로, 초인적인 무장과 요마로 넘쳐나는 삼국난세에 맞서게 됩니다.【공방일체의 중국 무술 액션】중국 무술을 바탕으로 화려하고, 속도감 넘치는 공방의 검술 액션이 특징.철저하게 공격하여, 적의 공격을 순식간에 처리하는, 긴장감 넘치는 전투가 전개된다.무명의 의용병이 요마로 넘쳐나는 삼국난세에 맞선다.후한 말기의 「삼국지」를 다크 판타지 세계관으로 재해석한 오리지널 스토리.적을 쓰러뜨리고, 사기를 높이는 것으로 잠재된 능력을 발휘한다.역경을 헤쳐 나갈 때마다 강해지는 「사기」시스템을 통해 공략 방법이 더욱 다양해진다.대도 및 쌍검 등 풍부한 무기중에서 자신에게 맞는 무기를 선택할 수 있다.오행의 힘을 이용한 비술로, 화염과 얼음을 구사하는 공격을 펼칠 수 있다.사기 랭크를 끌어올리면, 더욱 강력한 선술을 사용할 수 있게 된다.「주작」, 「백호」등, 무장과의 인연을 통해 탄생하는 신수.소환하는 것으로 강력한 힘을 발휘한다.※각종 콘텐츠의 이용시에는 인터넷 접속이 필요합니다.※본 제품은 통상판입니다. 통상판이 포함된 「Digital Deluxe Edition」도 존재합니다.","액션,어드벤처,RPG","소울라이크,고난이도,액션RPG,다크판타지,역사,핵앤슬래시,싱글플레이어,판타지,고어,폭력,JRPG,무술,캐릭터커스터마이즈,협동,3인칭,분위기있는,여주인공","운영체제: Windows® 10
 Windows® 11
 64bit
 프로세서: Intel® Core™ i5-8400、AMD Ryzen™ 5 3400G
 메모리: 8 GB RAM
 그래픽: GeForce GTX 1650 4GB、Radeon RX 570 4GB
 DirectX: 버전 12
 네트워크: 초고속 인터넷 연결
 저장공간: 60 GB 사용 가능 공간
 사운드카드: 16 bit stereo
 48kHz WAVE file can be played","운영체제: Windows® 10
 Windows® 11
 64bit
 프로세서: Intel® Core™ i7-8700、AMD Ryzen™ 5 3600XT
 메모리: 16 GB RAM
 그래픽: GeForce RTX 2060 6GB、Radeon RX 5700XT 8GB
 DirectX: 버전 12
 네트워크: 초고속 인터넷 연결
 저장공간: 60 GB 사용 가능 공간
 사운드카드: 16 bit stereo
 48kHz WAVE file can be played",https://store.steampowered.com/app/1448440/Wo_Long_Fallen_Dynasty/,"복합적 (평가 16,998 개)"
227,Age of Empires III Definitive Edition,"Age of Empires III: Definitive Edition가 강화된 기능과 현대화된 게임 플레이로 가장 사랑받는 실시간 전략 프랜차이즈 게임 중 하나를 결정적인 형태로 완성했습니다.놀라운 4K UHD 그래픽과 완전히 리마스터된 사운드트랙을 만끽하며 유럽을 지나 아메리카 대륙에서 아시아 전장을 넘나들며 강력한 문명을 지휘하십시오.새로 추가된 두 가지 게임 모드인 역사적인 전투와 손자병법 챌린지 미션에 이전에 출시됐던 모든 확장팩과 14개의 모든 문명, 그리고 완전히 새로운 두 문명인 스웨덴과 잉카가 포함되었습니다.네트워크를 통한 플레이로 업데이트된 온라인 멀티 플레이어 기능으로 온라인에서 다른 플레이어에게 도전해보십시오. 그리고 관전 모드와 모드 지원을 포함하는 현대화된 게임 기능도 즐겨보십시오.Age of Empires Definitive Edition 여정에서 이 마지막 장으로 여러분의 컬렉션을 완성하십시오.https://privacy.microsoft.com/privacystatement",전략,"실시간전략,기지건설,멀티플레이어,군사,역사,도시건설,전쟁,싱글플레이어,자원관리,PvP,3D,전투,풍부한스토리,레벨에디터,모드가능,온라인협동,협동,중세,클래식","운영체제: Windows 10 version 18362.0 or higher
 프로세서: Intel i3-2105 @ 3.1GHz or AMD Phenom II X4 973 with an average CPU Passmark score of 1830 or better
 메모리: 8 GB RAM
 그래픽: GeForce GT 430
 Radeon HD 5570
 or Intel HD 4400 with an average Passmark G3D Mark of 570 or better @720p
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 42 GB 사용 가능 공간","운영체제: Windows 10 version 18362.0 or higher
 프로세서: Intel i5-3300 @ 3.0GHz or AMD FX-8350 or equivalent with an average CPU Passmark score of 4100 or better
 메모리: 16 GB RAM
 그래픽: GeForce GTX 980 or Radeon R9 Fury or equivalent with an average Passmark G3D Mark of 9500 or better @1080p
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 42 GB 사용 가능 공간",https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/,"매우 긍정적 (평가 29,658 개)"
228,Sifu,"좋은 전통 쿵푸 액션을 찾고 계신다고요? 무료 Arenas 확장판으로 추가된 게임플레이 시간을 통해 여러분의 쿵푸 실력을 테스트 당할 것입니다. 신규 게임 모드 5가지, 다이내믹한 장소 9곳, 그리고 챌린지 45가지와 함께 스펙터클한 전투와 잔인한 상대, 그리고 무술 동작 수련을 거듭해나갈 수 있는 끝없는 기회를 위한 준비를 하십시오.어떤 성별의 캐릭터를 선택하여 플레이하든, Sifu에서 여러분은 가족을 암살한 자들을 찾는 복수의 길을 걸으며 이 질문에 대해 숙고하게 될 겁니다. 승자 독식. 여러분에겐 동료는 없으나, 끝없이 쏟아지는 적들, 그리고 여러분을 죽음에서 부활시켜줄 신비로운 부적을 가졌습니다. 그러나, 조심하십시오! 비밀 무기에는 엄청난 대가가 따릅니다. 그것은 바로 노화와 결과입니다.적들은 그들의 차례를 기다려 주지 않고, 그들의 의도를 떠벌리지 않습니다. 회피하고 공격하십시오. 연속으로 공격에 성공하고 매혹적인 환경을 지나 흐르는물이 되십시오. 나이트클럽 무래 가운데서 전투를 벌이거나 적의 포위를 피해 세련된 갤러리를 헤집거나 우뚝 솟은 사무실 건물들 사이를 뛰어오르며, 무술을 마스터하십시오.유리한 환경을 신중하게 배치하고 현명하게 사용하는 것이 생존의 열쇠입니다. 버릴 수 있는 물건, 임시 무기, 창문, 선반 등 모든 것을 자유롭게 사용하십시오... 불리한 상황은 언제나 여러분 곁에 머물겁니다. 그리고 여러분은 자비를 베풀 수 여유는 없습니다.쿵푸는 몸과 마음을 모두를 위한 무술이자, 그 길에는 끝없는 수련이 필요한 무술입니다. 실수로부터 배우고, 고유 스킬을 잠금 해제하며, Pak Mei 쿵푸의 파괴적인 기술을 습득할 수 있는 힘을 찾으십시오.","액션,인디","비뎀업,무술,고난이도,3인칭,싱글플레이어,범죄,소울라이크,칼싸움,유혈,어두운,액션로그라이크,다크판타지,전쟁,액션RPG,핵앤슬래시,액션어드벤처,아케이드,격투","운영체제: Windows 8.1
 프로세서: AMD FX-4350 or Intel Core i5-3470 or equivalent
 메모리: 8 GB RAM
 그래픽: Radeon R7 250 or GeForce GT 640 or equivalent
 DirectX: 버전 11
 저장공간: 22 GB 사용 가능 공간","운영체제: Windows 10
 프로세서: AMD FX-9590 or Intel Core i7-6700K or equivalent
 메모리: 10 GB RAM
 그래픽: GeForce GTX 970 or Radeon R9 390X or equivalent
 DirectX: 버전 12
 저장공간: 22 GB 사용 가능 공간",https://store.steampowered.com/app/2138710/Sifu/,"매우 긍정적 (평가 3,183 개)"
